TransactionID,Product,Category,Price,Quantity Sold,Total Sale Value,Customer Age,Customer Gender,Purchase Date,Payment Method,Store Location,Discount Applied (%),Net Sale Value
1728,Dining Table,Furniture,285.06,3,855.1800000000001,31,Male,2023-05-04,Gift Card,Los Angeles,21,675.59
1729,Perfume,Beauty,218.28,4,873.12,24,Female,2014-12-02,PayPal,Los Angeles,25,654.84
1730,Makeup Kit,Beauty,320.67,5,1603.3500000000001,61,Female,2015-04-09,PayPal,New York,29,1138.38
1731,Fruits,Groceries,480.05,9,4320.45,23,Male,2021-08-16,Cash,Houston,26,3197.13
1732,Milk,Groceries,249.94,7,1749.58,23,Male,2016-11-22,Cash,New York,14,1504.64
1733,Vegetables,Groceries,437.21,8,3497.68,60,Female,2024-04-16,Cash,San Francisco,27,2553.31
1734,Chair,Furniture,139.06,10,1390.6,59,Male,2022-03-24,Credit Card,San Francisco,46,750.92
1735,T-shirt,Apparel,484.92,10,4849.2,59,Male,2017-10-25,Gift Card,Houston,45,2667.06
1736,Bread,Groceries,384.38,4,1537.52,24,Female,2017-06-29,Cash,New York,20,1230.02
1737,Tablet,Electronics,337.2,7,2360.4,39,Female,2016-04-08,PayPal,Houston,35,1534.26
1738,Desk,Furniture,25.61,4,102.44,24,Female,2021-10-27,Credit Card,New York,26,75.81
1739,Jacket,Apparel,232.96,1,232.96,64,Female,2016-02-25,Credit Card,San Francisco,11,207.33
1740,Tablet,Electronics,431.67,3,1295.01,54,Female,2022-11-21,PayPal,San Francisco,17,1074.86
1741,Nail Polish,Beauty,360.35,5,1801.75,60,Female,2021-04-16,Gift Card,Houston,49,918.89
1742,Laptop,Electronics,134.61,3,403.83000000000004,70,Female,2014-12-15,PayPal,Los Angeles,37,254.41
1743,Bread,Groceries,136.11,4,544.44,36,Male,2022-12-26,Gift Card,Chicago,16,457.33
1744,T-shirt,Apparel,327.44,8,2619.52,19,Male,2022-08-28,Credit Card,Houston,8,2409.96
1745,Fruits,Groceries,413.75,4,1655.0,54,Male,2022-12-24,PayPal,Chicago,28,1191.6
1746,Smartphone,Electronics,394.78,1,394.78,23,Female,2020-02-16,PayPal,San Francisco,20,315.82
1747,Makeup Kit,Beauty,283.73,3,851.19,51,Female,2022-10-26,Credit Card,New York,5,808.63
1748,Lotion,Beauty,295.78,4,1183.12,45,Male,2020-08-06,Credit Card,Houston,31,816.35
1749,Smartphone,Electronics,378.61,6,2271.66,56,Male,2015-04-12,Gift Card,New York,46,1226.7
1750,Milk,Groceries,175.68,2,351.36,30,Female,2021-01-01,PayPal,New York,12,309.2
1751,Sweater,Apparel,303.32,9,2729.88,48,Male,2018-03-02,Gift Card,Houston,39,1665.23
1752,Bed,Furniture,452.78,5,2263.8999999999996,38,Male,2022-03-11,Gift Card,San Francisco,9,2060.15
1753,Shampoo,Beauty,107.51,6,645.0600000000001,29,Female,2019-02-12,Gift Card,New York,29,457.99
1754,Laptop,Electronics,86.29,9,776.61,54,Female,2024-06-23,Cash,Seattle,27,566.93
1755,Tablet,Electronics,153.28,6,919.6800000000001,18,Female,2017-10-19,PayPal,Houston,36,588.6
1756,Laptop,Electronics,145.41,5,727.05,31,Male,2016-08-15,PayPal,Los Angeles,44,407.15
1757,Jacket,Apparel,9.16,10,91.6,44,Female,2020-05-18,PayPal,Seattle,35,59.54
1758,Bed,Furniture,381.77,2,763.54,43,Male,2019-03-27,PayPal,Seattle,17,633.74
1759,Fruits,Groceries,263.1,6,1578.6000000000001,24,Male,2015-01-25,PayPal,Los Angeles,26,1168.16
1760,Tablet,Electronics,174.67,5,873.3499999999999,30,Male,2018-11-18,Cash,Seattle,3,847.15
1761,Bed,Furniture,197.22,3,591.66,32,Male,2014-11-20,Gift Card,Chicago,34,390.5
1762,T-shirt,Apparel,251.02,9,2259.1800000000003,18,Male,2016-08-10,PayPal,Los Angeles,3,2191.4
1763,Milk,Groceries,262.34,5,1311.6999999999998,29,Male,2015-01-14,Gift Card,San Francisco,20,1049.36
1764,Smartwatch,Electronics,458.32,1,458.32,43,Male,2020-08-04,PayPal,San Francisco,36,293.32
1765,Fruits,Groceries,316.06,4,1264.24,45,Female,2016-09-29,Cash,Houston,14,1087.25
1766,Sweater,Apparel,376.79,2,753.58,18,Female,2021-02-17,PayPal,Seattle,11,670.69
1767,Shoes,Apparel,438.2,3,1314.6,59,Male,2017-08-01,PayPal,New York,34,867.64
1768,Headphones,Electronics,56.0,5,280.0,51,Male,2023-12-28,Gift Card,Chicago,13,243.6
1769,Shampoo,Beauty,291.58,6,1749.48,64,Male,2024-08-15,Cash,San Francisco,14,1504.55
1770,Makeup Kit,Beauty,10.03,2,20.06,34,Male,2024-02-27,Cash,San Francisco,28,14.44
1771,Tablet,Electronics,19.24,7,134.67999999999998,68,Male,2023-08-02,Gift Card,Seattle,38,83.5
1772,Smartphone,Electronics,125.1,10,1251.0,56,Female,2021-06-09,PayPal,San Francisco,48,650.52
1773,T-shirt,Apparel,342.77,1,342.77,45,Female,2018-05-14,Cash,Seattle,29,243.37
1774,Lotion,Beauty,486.51,6,2919.06,20,Female,2019-08-12,PayPal,San Francisco,9,2656.34
1775,Tablet,Electronics,123.23,1,123.23,53,Male,2021-08-26,PayPal,Los Angeles,37,77.63
1776,Fruits,Groceries,270.42,8,2163.36,41,Female,2018-08-27,PayPal,Seattle,9,1968.66
1777,Sweater,Apparel,114.31,3,342.93,69,Female,2019-12-10,PayPal,Seattle,43,195.47
1778,Bread,Groceries,255.76,10,2557.6,31,Male,2017-03-20,Cash,New York,44,1432.26
1779,Dining Table,Furniture,250.89,7,1756.23,36,Female,2021-08-30,Cash,Houston,23,1352.3
1780,Shampoo,Beauty,103.99,3,311.96999999999997,56,Female,2022-07-22,Cash,Los Angeles,36,199.66
1781,Smartphone,Electronics,262.17,5,1310.8500000000001,63,Female,2022-11-28,PayPal,Houston,6,1232.2
1782,Shampoo,Beauty,73.99,7,517.93,66,Female,2022-11-21,Credit Card,New York,10,466.14
1783,Nail Polish,Beauty,149.66,7,1047.62,30,Female,2019-07-16,Gift Card,Los Angeles,20,838.1
1784,Perfume,Beauty,131.79,2,263.58,46,Female,2017-07-27,Credit Card,Houston,37,166.06
1785,Perfume,Beauty,273.65,2,547.3,64,Male,2018-09-27,Credit Card,Houston,0,547.3
1786,Smartphone,Electronics,322.21,8,2577.68,59,Female,2020-02-07,Credit Card,Houston,17,2139.47
1787,Dining Table,Furniture,64.7,7,452.90000000000003,40,Female,2021-12-14,Credit Card,New York,38,280.8
1788,Dining Table,Furniture,216.48,4,865.92,47,Male,2019-10-25,Gift Card,Chicago,36,554.19
1789,Headphones,Electronics,311.37,7,2179.59,41,Female,2017-02-07,Credit Card,San Francisco,33,1460.33
1790,Lotion,Beauty,273.13,2,546.26,53,Male,2018-12-27,Cash,San Francisco,20,437.01
1791,Sofa,Furniture,328.62,5,1643.1,41,Female,2019-08-24,Credit Card,New York,48,854.41
1792,Sweater,Apparel,410.66,7,2874.6200000000003,36,Female,2016-11-26,Cash,Chicago,35,1868.5
1793,Desk,Furniture,234.68,7,1642.76,47,Female,2017-04-28,Credit Card,New York,29,1166.36
1794,Makeup Kit,Beauty,110.57,6,663.42,27,Female,2020-11-09,Gift Card,Seattle,50,331.71
1795,Laptop,Electronics,52.57,1,52.57,68,Female,2019-12-24,Gift Card,Seattle,41,31.02
1796,Fruits,Groceries,324.99,10,3249.9,58,Male,2018-12-03,Credit Card,Houston,36,2079.94
1797,Jeans,Apparel,10.45,10,104.5,32,Male,2024-07-19,PayPal,Chicago,44,58.52
1798,Tablet,Electronics,194.36,7,1360.52,42,Female,2022-03-06,Cash,Houston,8,1251.68
1799,Shoes,Apparel,77.33,9,695.97,56,Male,2019-10-18,Gift Card,Chicago,17,577.66
1800,Sweater,Apparel,339.51,7,2376.5699999999997,64,Female,2019-07-18,Cash,Los Angeles,42,1378.41
1801,Smartphone,Electronics,331.26,6,1987.56,50,Male,2016-09-08,Credit Card,New York,26,1470.79
1802,Headphones,Electronics,73.78,7,516.46,22,Male,2018-05-12,Gift Card,Houston,14,444.16
1803,Smartphone,Electronics,375.38,7,2627.66,27,Female,2020-11-16,Credit Card,San Francisco,28,1891.92
1804,Sofa,Furniture,200.13,10,2001.3,66,Male,2019-03-12,Credit Card,Houston,14,1721.12
1805,Eggs,Groceries,151.51,3,454.53,54,Male,2016-12-16,PayPal,New York,12,399.99
1806,Chair,Furniture,82.19,9,739.71,54,Male,2024-04-17,Gift Card,Houston,43,421.63
1807,Sofa,Furniture,213.58,4,854.32,18,Female,2017-05-22,Gift Card,Los Angeles,26,632.2
1808,Shoes,Apparel,159.48,4,637.92,63,Female,2014-11-13,Gift Card,San Francisco,31,440.16
1809,Jacket,Apparel,61.35,6,368.1,63,Female,2019-02-04,Credit Card,Chicago,18,301.84
1810,Sofa,Furniture,166.75,10,1667.5,32,Female,2019-04-07,Cash,Seattle,23,1283.98
1811,Makeup Kit,Beauty,205.74,6,1234.44,60,Male,2023-04-21,Credit Card,Seattle,10,1111.0
1812,Fruits,Groceries,98.9,4,395.6,63,Female,2018-01-16,Cash,Los Angeles,3,383.73
1813,Shampoo,Beauty,382.68,10,3826.8,42,Male,2020-12-05,Credit Card,Seattle,43,2181.28
1814,Tablet,Electronics,236.32,4,945.28,22,Female,2019-09-25,Gift Card,Seattle,7,879.11
1815,Lotion,Beauty,253.38,2,506.76,63,Female,2019-03-05,Gift Card,Chicago,7,471.29
1816,Eggs,Groceries,274.15,7,1919.0499999999997,65,Male,2021-07-13,Cash,New York,47,1017.1
1817,Fruits,Groceries,408.88,8,3271.04,40,Female,2024-05-07,Gift Card,New York,41,1929.91
1818,Bed,Furniture,470.38,4,1881.52,57,Female,2023-01-09,Gift Card,San Francisco,30,1317.06
1819,Vegetables,Groceries,368.07,9,3312.63,34,Female,2017-01-17,Gift Card,Los Angeles,18,2716.36
1820,Jacket,Apparel,186.37,7,1304.5900000000001,21,Female,2023-01-12,Cash,Los Angeles,46,704.48
1821,Tablet,Electronics,386.1,5,1930.5,52,Female,2024-05-17,Credit Card,Los Angeles,0,1930.5
1822,Smartwatch,Electronics,474.8,7,3323.6,29,Male,2020-12-27,Credit Card,New York,35,2160.34
1823,Milk,Groceries,84.92,9,764.28,66,Male,2020-12-19,PayPal,San Francisco,21,603.78
1824,T-shirt,Apparel,49.97,8,399.76,47,Male,2021-07-22,Credit Card,San Francisco,17,331.8
1825,Bread,Groceries,308.37,5,1541.85,41,Female,2015-01-03,Gift Card,Houston,36,986.78
1826,Headphones,Electronics,313.27,6,1879.62,20,Male,2019-01-22,Credit Card,Houston,13,1635.27
1827,Tablet,Electronics,18.14,1,18.14,23,Female,2019-11-24,PayPal,Chicago,28,13.06
1828,Laptop,Electronics,178.27,8,1426.16,48,Female,2022-06-04,Credit Card,Los Angeles,9,1297.81
1829,Perfume,Beauty,133.4,10,1334.0,57,Female,2018-07-13,Credit Card,San Francisco,42,773.72
1830,Jacket,Apparel,491.74,3,1475.22,32,Male,2015-06-23,PayPal,San Francisco,30,1032.65
1831,Nail Polish,Beauty,345.32,3,1035.96,50,Female,2023-06-02,Credit Card,Houston,31,714.81
1832,Smartwatch,Electronics,400.09,6,2400.54,41,Female,2015-12-27,Cash,Houston,31,1656.37
1833,Shampoo,Beauty,348.53,2,697.06,52,Male,2020-07-27,Cash,Houston,12,613.41
1834,Sofa,Furniture,260.5,2,521.0,34,Male,2018-10-13,PayPal,San Francisco,33,349.07
1835,Shampoo,Beauty,321.7,7,2251.9,38,Female,2019-06-20,PayPal,San Francisco,9,2049.23
1836,T-shirt,Apparel,244.16,9,2197.44,66,Female,2024-07-14,Gift Card,Houston,37,1384.39
1837,Perfume,Beauty,466.63,8,3733.04,40,Male,2023-08-22,PayPal,Los Angeles,42,2165.16
1838,Headphones,Electronics,371.75,5,1858.75,21,Male,2021-04-11,Credit Card,Los Angeles,38,1152.42
1839,T-shirt,Apparel,41.42,5,207.10000000000002,50,Female,2018-03-30,Credit Card,New York,25,155.33
1840,T-shirt,Apparel,222.06,3,666.1800000000001,66,Female,2023-01-30,Cash,Chicago,7,619.55
1841,Eggs,Groceries,212.64,6,1275.84,65,Female,2020-08-17,Gift Card,New York,28,918.6
1842,Headphones,Electronics,454.56,9,4091.04,68,Female,2015-04-10,Gift Card,San Francisco,43,2331.89
1843,Chair,Furniture,189.93,10,1899.3000000000002,55,Female,2022-01-16,Credit Card,New York,6,1785.34
1844,Bed,Furniture,266.26,5,1331.3,30,Male,2019-07-25,Cash,Chicago,49,678.96
1845,Jeans,Apparel,213.56,2,427.12,24,Female,2015-03-22,Gift Card,San Francisco,47,226.37
1846,Fruits,Groceries,208.72,6,1252.32,48,Male,2018-05-12,PayPal,Chicago,17,1039.43
1847,Makeup Kit,Beauty,234.94,1,234.94,36,Male,2018-09-15,Cash,Los Angeles,47,124.52
1848,Desk,Furniture,231.64,9,2084.7599999999998,26,Female,2023-07-31,Gift Card,Seattle,43,1188.31
1849,Chair,Furniture,49.32,2,98.64,66,Male,2019-07-31,Gift Card,Chicago,43,56.22
1850,Bed,Furniture,361.69,8,2893.52,45,Male,2014-12-07,PayPal,New York,34,1909.72
1851,Vegetables,Groceries,310.03,2,620.06,28,Female,2016-11-26,PayPal,Seattle,14,533.25
1852,Chair,Furniture,259.57,5,1297.85,39,Male,2018-09-27,Gift Card,Seattle,26,960.41
1853,Shampoo,Beauty,114.61,6,687.66,66,Male,2022-05-28,PayPal,Houston,37,433.23
1854,Smartwatch,Electronics,37.4,5,187.0,65,Male,2014-10-29,PayPal,Los Angeles,0,187.0
1855,Smartphone,Electronics,326.44,3,979.3199999999999,65,Female,2015-12-06,Gift Card,Seattle,37,616.97
1856,Jacket,Apparel,396.21,9,3565.89,40,Male,2022-09-18,Gift Card,Seattle,13,3102.32
1857,Headphones,Electronics,456.29,7,3194.03,58,Male,2019-02-06,Cash,Seattle,31,2203.88
1858,Shoes,Apparel,325.16,10,3251.6000000000004,33,Male,2022-05-21,Credit Card,Houston,39,1983.48
1859,Jeans,Apparel,259.77,1,259.77,39,Female,2016-09-09,Cash,Los Angeles,45,142.87
1860,Lotion,Beauty,271.23,6,1627.38,67,Female,2023-12-06,Credit Card,Houston,47,862.51
1861,Desk,Furniture,374.38,4,1497.52,38,Male,2021-07-24,Cash,Houston,3,1452.59
1862,Bed,Furniture,410.21,1,410.21,63,Male,2023-05-09,Gift Card,Seattle,10,369.19
1863,Dining Table,Furniture,43.97,3,131.91,40,Female,2022-09-13,Cash,San Francisco,20,105.53
1864,Laptop,Electronics,74.28,8,594.24,18,Male,2020-10-02,Credit Card,New York,7,552.64
1865,Perfume,Beauty,370.76,1,370.76,65,Male,2020-06-02,Credit Card,Los Angeles,40,222.46
1866,Smartwatch,Electronics,462.2,2,924.4,41,Male,2021-10-07,Credit Card,Houston,18,758.01
1867,Vegetables,Groceries,83.77,4,335.08,18,Male,2019-09-11,Gift Card,San Francisco,10,301.57
1868,Perfume,Beauty,169.61,9,1526.4900000000002,24,Female,2023-11-11,Credit Card,Chicago,50,763.25
1869,Tablet,Electronics,469.75,4,1879.0,35,Male,2017-12-11,Gift Card,Los Angeles,32,1277.72
1870,Smartwatch,Electronics,438.18,2,876.36,29,Male,2020-02-05,Gift Card,Seattle,39,534.58
1871,Bread,Groceries,272.03,10,2720.2999999999997,46,Male,2018-01-23,Credit Card,Houston,3,2638.69
1872,Jacket,Apparel,201.9,6,1211.4,38,Male,2016-02-28,PayPal,Seattle,3,1175.06
1873,Tablet,Electronics,320.71,10,3207.1,49,Female,2019-11-20,Cash,Los Angeles,14,2758.11
1874,Laptop,Electronics,267.89,4,1071.56,28,Female,2016-09-09,PayPal,Los Angeles,16,900.11
1875,Nail Polish,Beauty,66.05,10,660.5,64,Female,2019-09-13,Credit Card,Chicago,33,442.53
1876,Dining Table,Furniture,323.17,6,1939.02,60,Male,2017-03-27,PayPal,New York,13,1686.95
1877,Makeup Kit,Beauty,209.22,5,1046.1,59,Female,2018-06-28,Gift Card,San Francisco,10,941.49
1878,Eggs,Groceries,456.32,6,2737.92,62,Female,2020-11-05,Cash,Seattle,25,2053.44
1879,Perfume,Beauty,365.83,1,365.83,41,Female,2020-04-13,Credit Card,Los Angeles,42,212.18
1880,Vegetables,Groceries,289.21,8,2313.68,68,Female,2019-12-03,PayPal,San Francisco,50,1156.84
1881,Sweater,Apparel,21.62,8,172.96,66,Female,2016-02-17,Credit Card,San Francisco,7,160.85
1882,Sweater,Apparel,439.36,4,1757.44,18,Male,2023-10-16,Credit Card,Seattle,2,1722.29
1883,Headphones,Electronics,274.65,8,2197.2,51,Female,2020-04-04,PayPal,San Francisco,38,1362.26
1884,Bed,Furniture,368.99,8,2951.92,33,Male,2019-06-06,Gift Card,Los Angeles,48,1535.0
1885,Tablet,Electronics,98.45,5,492.25,42,Male,2024-05-24,Gift Card,San Francisco,29,349.5
1886,Vegetables,Groceries,53.03,7,371.21000000000004,23,Male,2023-03-28,Cash,San Francisco,39,226.44
1887,Nail Polish,Beauty,469.17,7,3284.19,37,Female,2020-03-17,PayPal,Los Angeles,27,2397.46
1888,Shampoo,Beauty,486.93,2,973.86,25,Female,2017-12-18,PayPal,Chicago,36,623.27
1889,Chair,Furniture,483.31,8,3866.48,55,Male,2023-01-21,PayPal,San Francisco,1,3827.82
1890,Dining Table,Furniture,348.62,6,2091.7200000000003,38,Male,2024-05-29,Cash,Chicago,17,1736.13
1891,Smartphone,Electronics,338.81,1,338.81,69,Female,2024-04-17,Cash,San Francisco,49,172.79
1892,T-shirt,Apparel,165.24,7,1156.68,27,Male,2017-11-11,Gift Card,Seattle,2,1133.55
1893,Jacket,Apparel,143.96,1,143.96,48,Female,2016-10-13,Cash,New York,27,105.09
1894,Tablet,Electronics,310.45,6,1862.6999999999998,49,Male,2020-11-24,Gift Card,Chicago,26,1378.4
1895,T-shirt,Apparel,152.38,9,1371.42,67,Female,2018-03-03,Cash,Chicago,14,1179.42
1896,T-shirt,Apparel,51.45,7,360.15000000000003,20,Female,2015-07-30,Cash,San Francisco,36,230.5
1897,Nail Polish,Beauty,77.51,6,465.06000000000006,54,Female,2018-12-15,Credit Card,San Francisco,1,460.41
1898,Chair,Furniture,465.12,2,930.24,68,Female,2021-07-26,PayPal,San Francisco,27,679.08
1899,Shoes,Apparel,491.46,7,3440.22,39,Male,2024-07-24,Cash,Los Angeles,3,3337.01
1900,Dining Table,Furniture,184.01,2,368.02,34,Male,2015-07-17,Gift Card,Los Angeles,29,261.29
1901,Smartwatch,Electronics,23.95,9,215.54999999999998,19,Female,2023-08-09,Gift Card,Los Angeles,46,116.4
1902,Headphones,Electronics,98.51,10,985.1,32,Female,2018-04-26,Credit Card,Seattle,39,600.91
1903,Sofa,Furniture,248.19,8,1985.52,20,Female,2019-10-09,PayPal,Los Angeles,46,1072.18
1904,Bed,Furniture,493.97,3,1481.91,69,Female,2017-10-15,PayPal,Seattle,3,1437.45
1905,Sofa,Furniture,238.42,4,953.68,66,Female,2015-02-05,Credit Card,Los Angeles,10,858.31
1906,Milk,Groceries,107.34,10,1073.4,59,Female,2017-04-17,Gift Card,San Francisco,42,622.57
1907,Lotion,Beauty,477.96,7,3345.72,21,Male,2024-01-11,Credit Card,Los Angeles,2,3278.81
1908,T-shirt,Apparel,341.74,9,3075.66,50,Female,2024-05-15,PayPal,Seattle,13,2675.82
1909,Jeans,Apparel,366.55,5,1832.75,36,Male,2019-10-13,Cash,New York,19,1484.53
1910,Makeup Kit,Beauty,354.97,10,3549.7000000000003,43,Female,2022-11-04,Gift Card,San Francisco,21,2804.26
1911,Laptop,Electronics,33.15,4,132.6,32,Male,2019-12-12,PayPal,Houston,39,80.89
1912,Fruits,Groceries,169.38,6,1016.28,59,Male,2015-02-14,Credit Card,Chicago,15,863.84
1913,Eggs,Groceries,5.0,4,20.0,25,Male,2016-05-02,Credit Card,San Francisco,29,14.2
1914,Bed,Furniture,248.26,9,2234.34,57,Female,2019-09-14,Cash,Seattle,48,1161.86
1915,Fruits,Groceries,397.4,4,1589.6,35,Female,2018-08-18,PayPal,San Francisco,37,1001.45
1916,Shoes,Apparel,357.25,6,2143.5,54,Female,2021-09-26,Gift Card,San Francisco,7,1993.45
1917,Smartwatch,Electronics,365.45,1,365.45,60,Female,2021-12-03,Cash,Chicago,32,248.51
1918,Desk,Furniture,425.28,7,2976.96,37,Female,2022-11-28,Credit Card,Houston,17,2470.88
1919,Nail Polish,Beauty,196.67,3,590.01,57,Male,2015-09-19,PayPal,Los Angeles,6,554.61
1920,Vegetables,Groceries,188.01,7,1316.07,70,Female,2015-03-03,Cash,New York,48,684.36
1921,Milk,Groceries,360.06,10,3600.6,33,Female,2019-03-09,Gift Card,Houston,3,3492.58
1922,Fruits,Groceries,337.48,7,2362.36,43,Female,2020-10-11,Gift Card,San Francisco,20,1889.89
1923,Makeup Kit,Beauty,429.71,10,4297.099999999999,31,Female,2018-02-17,Cash,Houston,16,3609.56
1924,Tablet,Electronics,152.38,4,609.52,51,Male,2021-07-22,Cash,Seattle,31,420.57
1925,Perfume,Beauty,168.68,2,337.36,60,Female,2018-06-11,Gift Card,Chicago,31,232.78
1926,Sweater,Apparel,15.69,2,31.38,38,Female,2020-08-16,Cash,Houston,26,23.22
1927,Sofa,Furniture,233.84,3,701.52,55,Female,2022-07-07,Credit Card,Los Angeles,0,701.52
1928,Perfume,Beauty,338.17,3,1014.51,25,Male,2018-11-07,Cash,Houston,30,710.16
1929,Sweater,Apparel,94.75,3,284.25,32,Female,2019-07-20,Gift Card,Los Angeles,7,264.35
1930,Lotion,Beauty,495.98,3,1487.94,63,Female,2015-05-02,Gift Card,Houston,50,743.97
1931,Smartwatch,Electronics,59.15,9,532.35,48,Female,2018-04-10,Credit Card,Chicago,24,404.59
1932,Dining Table,Furniture,197.07,6,1182.42,39,Female,2017-09-11,Gift Card,Houston,40,709.45
1933,Laptop,Electronics,254.47,9,2290.23,40,Male,2024-06-22,Gift Card,San Francisco,25,1717.67
1934,Desk,Furniture,458.62,6,2751.7200000000003,27,Male,2015-03-01,Gift Card,Chicago,33,1843.65
1935,Shampoo,Beauty,63.14,9,568.26,26,Female,2021-11-18,PayPal,Seattle,4,545.53
1936,Laptop,Electronics,247.99,5,1239.95,47,Male,2021-08-04,Credit Card,New York,30,867.97
1937,Bread,Groceries,366.1,1,366.1,65,Female,2023-11-13,Gift Card,New York,33,245.29
1938,Dining Table,Furniture,431.67,4,1726.68,39,Female,2018-10-31,Gift Card,Seattle,15,1467.68
1939,Bread,Groceries,332.76,6,1996.56,54,Male,2018-12-06,Credit Card,Houston,42,1158.0
1940,Smartphone,Electronics,12.96,7,90.72,55,Male,2023-02-11,Gift Card,Seattle,48,47.17
1941,Smartphone,Electronics,412.05,10,4120.5,23,Male,2018-01-20,PayPal,Los Angeles,50,2060.25
1942,Jacket,Apparel,143.07,10,1430.6999999999998,47,Female,2018-04-22,Credit Card,New York,34,944.26
1943,Makeup Kit,Beauty,204.33,4,817.32,31,Male,2021-10-09,Credit Card,Seattle,12,719.24
1944,Tablet,Electronics,109.78,5,548.9,25,Female,2022-05-21,PayPal,Houston,37,345.81
1945,Laptop,Electronics,38.27,5,191.35000000000002,49,Female,2016-03-27,Cash,Chicago,32,130.12
1946,Smartwatch,Electronics,339.64,4,1358.56,38,Female,2021-01-12,Gift Card,Seattle,34,896.65
1947,Shoes,Apparel,28.87,9,259.83,68,Female,2016-07-14,Cash,San Francisco,40,155.9
1948,Laptop,Electronics,228.34,1,228.34,46,Male,2024-09-18,Gift Card,Seattle,50,114.17
1949,Nail Polish,Beauty,407.46,8,3259.68,32,Female,2018-08-07,Gift Card,Seattle,39,1988.4
1950,Makeup Kit,Beauty,356.62,8,2852.96,42,Male,2014-12-04,Cash,Chicago,7,2653.25
1951,Shampoo,Beauty,232.17,7,1625.1899999999998,64,Male,2015-09-10,Credit Card,Seattle,3,1576.43
1952,Sweater,Apparel,411.42,8,3291.36,60,Male,2017-05-19,Gift Card,Los Angeles,46,1777.33
1953,Milk,Groceries,168.54,9,1516.86,52,Female,2023-07-19,Credit Card,Chicago,38,940.45
1954,Smartwatch,Electronics,19.8,6,118.80000000000001,42,Female,2021-10-13,PayPal,New York,43,67.72
1955,Shoes,Apparel,135.45,2,270.9,23,Female,2021-03-31,PayPal,Houston,0,270.9
1956,Perfume,Beauty,328.01,7,2296.0699999999997,40,Male,2017-01-15,PayPal,San Francisco,31,1584.29
1957,Laptop,Electronics,233.31,9,2099.79,46,Female,2017-10-27,Cash,Seattle,3,2036.8
1958,Sofa,Furniture,99.85,9,898.65,46,Male,2020-11-28,Cash,Seattle,2,880.68
1959,Eggs,Groceries,188.48,10,1884.8,53,Female,2024-07-22,PayPal,Los Angeles,25,1413.6
1960,Smartwatch,Electronics,252.96,2,505.92,53,Male,2024-08-05,PayPal,New York,16,424.97
1961,Lotion,Beauty,148.34,9,1335.06,65,Male,2016-05-15,PayPal,New York,29,947.89
1962,Bed,Furniture,383.2,4,1532.8,27,Female,2024-08-22,Gift Card,Seattle,12,1348.86
1963,Headphones,Electronics,340.81,7,2385.67,61,Male,2022-03-25,PayPal,San Francisco,18,1956.25
1964,Vegetables,Groceries,52.24,6,313.44,57,Male,2017-08-12,PayPal,New York,36,200.6
1965,Perfume,Beauty,492.85,9,4435.650000000001,68,Female,2019-04-30,Gift Card,Los Angeles,13,3859.02
1966,Dining Table,Furniture,163.25,3,489.75,43,Male,2021-02-18,Cash,Seattle,0,489.75
1967,Jacket,Apparel,348.43,4,1393.72,68,Male,2016-05-11,Credit Card,Seattle,41,822.29
1968,Bed,Furniture,357.68,3,1073.04,65,Female,2023-10-27,Gift Card,New York,11,955.01
1969,Eggs,Groceries,267.43,4,1069.72,36,Female,2017-05-06,Cash,Seattle,24,812.99
1970,Bed,Furniture,34.29,9,308.61,26,Male,2015-11-13,Gift Card,Houston,11,274.66
1971,Jacket,Apparel,439.2,10,4392.0,33,Male,2023-08-13,Cash,Los Angeles,45,2415.6
1972,Tablet,Electronics,291.22,4,1164.88,62,Female,2017-03-12,Credit Card,Seattle,25,873.66
1973,Sofa,Furniture,236.68,5,1183.4,33,Male,2015-11-07,Gift Card,Los Angeles,19,958.55
1974,Jeans,Apparel,321.65,10,3216.5,46,Male,2021-11-29,Gift Card,San Francisco,20,2573.2
1975,Nail Polish,Beauty,80.93,1,80.93,32,Female,2018-02-06,PayPal,Houston,7,75.26
1976,Tablet,Electronics,255.63,3,766.89,40,Female,2022-12-18,Credit Card,Houston,23,590.51
1977,Shoes,Apparel,379.39,2,758.78,56,Female,2023-03-31,Credit Card,Chicago,5,720.84
1978,Tablet,Electronics,398.29,9,3584.61,40,Male,2020-03-19,Cash,Houston,27,2616.77
1979,Shoes,Apparel,480.12,9,4321.08,26,Female,2017-03-04,Credit Card,New York,48,2246.96
1980,Eggs,Groceries,460.37,2,920.74,19,Male,2017-06-29,Gift Card,Seattle,17,764.21
1981,Laptop,Electronics,133.76,4,535.04,33,Male,2024-01-16,Credit Card,Seattle,32,363.83
1982,Headphones,Electronics,196.03,1,196.03,50,Female,2017-01-10,PayPal,Houston,15,166.63
1983,Perfume,Beauty,466.33,9,4196.97,37,Female,2023-08-09,PayPal,San Francisco,15,3567.42
1984,Perfume,Beauty,467.44,4,1869.76,39,Male,2019-06-11,PayPal,San Francisco,17,1551.9
1985,Milk,Groceries,494.95,6,2969.7,45,Female,2021-01-20,Gift Card,San Francisco,7,2761.82
1986,Nail Polish,Beauty,199.22,6,1195.32,67,Male,2015-01-29,Cash,New York,8,1099.69
1987,Jeans,Apparel,244.54,4,978.16,18,Female,2017-04-07,Gift Card,Chicago,32,665.15
1988,Smartphone,Electronics,290.23,7,2031.6100000000001,31,Male,2016-06-17,Cash,New York,44,1137.7
