SaleID,Book Title,Genre,Price,Quantity Sold,Customer Age,Customer Gender,Purchase Date,Payment Method,Store Location
1460,Optimized composite alliance,Sci-Fi,26.1,2,45,Female,6/18/2024,Cash,NY
1461,Adaptive client-server data-warehouse,Fantasy,9.33,1,27,Female,4/9/2023,PayPal,LA
1462,Centralized methodical secured line,Fiction,17.72,3,53,Female,2/13/2024,PayPal,LA
1463,Self-enabling web-enabled conglomeration,Fiction,47.88,1,63,Male,2/7/2023,Credit Card,Seattle
1464,Team-oriented client-driven focus group,Fiction,8.27,5,54,Female,7/22/2022,PayPal,Chicago
1465,Multi-channeled tangible project,Biography,39.8,5,67,Female,5/14/2024,Cash,LA
1466,Polarized full-range analyzer,Fantasy,8.31,5,49,Female,1/6/2022,PayPal,Seattle
1467,Self-enabling systematic capacity,Sci-Fi,36.36,3,65,Female,4/5/2022,Cash,Seattle
1468,Monitored multimedia database,Biography,42.11,2,42,Female,6/5/2022,Cash,Chicago
1469,Re-contextualized tangible architecture,Non-Fiction,38.99,3,42,Female,8/18/2023,PayPal,NY
1470,Balanced bi-directional methodology,Fiction,6.29,1,32,Female,8/5/2022,Cash,LA
1471,Configurable asynchronous productivity,Fiction,26.63,1,34,Male,8/1/2023,PayPal,Miami
1472,Synergistic fault-tolerant focus group,Fiction,40.43,5,39,Female,10/18/2023,PayPal,Chicago
1473,Ameliorated uniform methodology,Mystery,10.13,3,57,Female,8/22/2024,Credit Card,NY
1474,Progressive full-range application,Biography,40.06,2,56,Male,1/23/2023,PayPal,NY
1475,Fully-configurable bifurcated conglomeration,Sci-Fi,34.34,2,57,Female,10/3/2022,Credit Card,LA
1476,Total empowering secured line,Non-Fiction,24.47,4,48,Male,7/16/2022,Cash,LA
1477,Total modular parallelism,Biography,28.88,5,19,Male,3/5/2024,PayPal,Chicago
1478,Cloned transitional secured line,Sci-Fi,49.2,1,42,Female,8/12/2022,Credit Card,Miami
1479,Devolved fault-tolerant moderator,Mystery,15.5,1,41,Female,8/4/2022,PayPal,Miami
1480,Reactive local protocol,Fantasy,36.32,5,54,Male,7/14/2024,PayPal,LA
1481,Fundamental bi-directional paradigm,Fiction,33.79,5,44,Female,9/24/2023,Credit Card,Seattle
1482,Focused well-modulated strategy,Fantasy,13.93,2,18,Male,5/15/2023,Credit Card,NY
1483,Team-oriented eco-centric knowledgebase,Fantasy,42.55,4,70,Male,6/20/2022,Cash,Miami
1484,Robust 3rdgeneration leverage,Fantasy,32.09,3,59,Male,5/19/2022,Cash,Seattle
1485,De-engineered multi-tasking product,Non-Fiction,23.01,4,68,Female,10/10/2023,PayPal,LA
1486,Multi-channeled bandwidth-monitored intranet,Biography,6.14,3,64,Male,8/15/2022,Cash,Chicago
1487,Balanced discrete leverage,Fantasy,29.76,2,68,Male,12/26/2022,Cash,Chicago
1488,Enhanced didactic approach,Non-Fiction,33.84,4,50,Female,1/10/2022,PayPal,Chicago
1489,Operative neutral neural-net,Biography,8.42,5,47,Female,1/6/2022,Cash,LA
1490,Horizontal tangible task-force,Fiction,43.43,4,31,Female,11/10/2022,Credit Card,NY
1491,Operative disintermediate Graphic Interface,Biography,20.9,2,45,Female,1/6/2023,Credit Card,LA
1492,Enterprise-wide encompassing success,Fantasy,44.27,4,66,Male,1/9/2022,PayPal,Chicago
1493,Quality-focused well-modulated hierarchy,Fantasy,44.34,3,24,Female,5/19/2023,PayPal,Chicago
1494,Ergonomic 24/7 standardization,Sci-Fi,18.56,2,63,Female,3/21/2022,Cash,Miami
1495,Progressive multi-tasking encryption,Biography,43.2,4,35,Male,2/6/2024,Credit Card,NY
1496,Fully-configurable context-sensitive help-desk,Biography,7.61,5,36,Female,11/24/2022,Credit Card,NY
1497,Vision-oriented actuating pricing structure,Sci-Fi,43.72,2,43,Female,2/21/2023,Credit Card,Seattle
1498,Cross-group impactful capacity,Mystery,22.88,1,68,Female,1/26/2023,Credit Card,NY
1499,Exclusive disintermediate task-force,Fiction,7.45,1,38,Male,4/29/2024,Credit Card,Chicago
1500,Centralized heuristic knowledge user,Fiction,7.08,3,22,Male,4/18/2024,Credit Card,Miami
1501,Decentralized modular interface,Sci-Fi,20.93,2,67,Male,9/29/2023,Cash,Seattle
1502,Enhanced needs-based superstructure,Fiction,10.65,5,22,Male,12/23/2023,Cash,LA
1503,Decentralized well-modulated groupware,Fiction,26.15,1,32,Male,1/27/2023,Credit Card,Seattle
1504,Diverse coherent info-mediaries,Fiction,20.38,5,27,Female,8/17/2023,PayPal,Chicago
1505,Reactive mobile core,Fantasy,31.61,5,33,Female,12/17/2023,PayPal,Chicago
1506,Right-sized analyzing extranet,Fantasy,34.91,1,28,Female,2/3/2022,Credit Card,Miami
1507,Customizable local frame,Mystery,48.44,5,42,Male,5/29/2024,PayPal,Chicago
1508,Switchable systematic throughput,Fiction,10.03,5,20,Male,8/5/2024,Credit Card,NY
1509,Virtual context-sensitive functionalities,Fiction,20.23,1,63,Male,1/18/2023,Cash,Chicago
1510,Progressive human-resource access,Fantasy,14.58,4,34,Male,2/16/2024,PayPal,Chicago
1511,Team-oriented scalable matrix,Sci-Fi,9.67,5,40,Male,2/10/2023,Cash,LA
1512,Ergonomic contextually-based contingency,Biography,7.68,2,62,Male,1/30/2022,PayPal,Chicago
1513,Open-source intermediate middleware,Mystery,13.5,4,50,Female,5/8/2022,Cash,Chicago
1514,Stand-alone explicit help-desk,Sci-Fi,36.61,5,68,Female,4/12/2022,PayPal,Chicago
1515,Exclusive systemic matrix,Sci-Fi,10.52,4,62,Male,7/14/2022,Credit Card,Miami
1516,Synergized zero-defect core,Non-Fiction,47.12,1,39,Female,3/10/2022,PayPal,Miami
1517,Cross-platform uniform knowledgebase,Fantasy,21.59,5,28,Male,3/23/2023,Credit Card,Chicago
1518,Seamless reciprocal workforce,Sci-Fi,6.04,4,52,Male,9/13/2024,PayPal,LA
1519,Grass-roots 5thgeneration encoding,Fiction,49.84,3,62,Male,12/6/2023,Cash,LA
1520,Down-sized explicit database,Fiction,14.44,3,70,Female,7/16/2023,PayPal,NY
1521,Right-sized zero-defect attitude,Fiction,26.01,3,39,Female,6/16/2024,Cash,NY
1522,Horizontal real-time circuit,Fantasy,19.27,3,49,Female,12/3/2023,Cash,NY
1523,Enterprise-wide mission-critical moratorium,Mystery,49.91,3,60,Male,3/11/2024,Cash,Miami
1524,Upgradable human-resource circuit,Non-Fiction,40.25,2,22,Male,5/17/2023,Cash,Seattle
1525,Balanced human-resource moderator,Fantasy,39.99,4,50,Male,10/2/2023,Credit Card,LA
1526,Distributed optimal circuit,Biography,28.57,3,63,Male,4/1/2023,Credit Card,LA
1527,Fully-configurable composite system engine,Fiction,11.61,1,39,Male,10/18/2023,Credit Card,NY
1528,Advanced fresh-thinking budgetary management,Fantasy,40.45,3,62,Male,1/12/2023,PayPal,NY
1529,Synergized intangible Graphic Interface,Biography,5.32,5,60,Male,7/1/2024,Cash,NY
1530,Persistent multi-tasking knowledgebase,Fiction,13.82,4,47,Male,6/18/2023,Cash,Chicago
1531,Multi-tiered reciprocal task-force,Sci-Fi,45.88,1,35,Female,9/24/2024,Credit Card,Miami
1532,Diverse demand-driven forecast,Mystery,25.41,2,55,Male,11/30/2023,PayPal,Seattle
1533,Distributed object-oriented knowledgebase,Fantasy,16.54,3,59,Female,4/8/2023,PayPal,Miami
1534,Operative fault-tolerant array,Mystery,9.42,3,21,Male,6/16/2023,Cash,Chicago
1535,Inverse uniform website,Fiction,5.62,5,43,Female,1/26/2024,Cash,Miami
1536,Optimized impactful encoding,Sci-Fi,30.81,5,66,Female,8/13/2022,Cash,NY
1537,User-centric hybrid access,Sci-Fi,35.73,5,60,Female,6/18/2022,PayPal,NY
1538,Versatile 24/7 migration,Non-Fiction,13.13,1,24,Male,7/18/2022,Cash,NY
1539,Reactive mobile parallelism,Fantasy,41.59,1,58,Male,2/9/2023,PayPal,NY
1540,Multi-lateral reciprocal core,Mystery,17.39,3,66,Female,7/25/2023,Credit Card,NY
1541,Assimilated stable model,Biography,6.47,1,67,Male,6/5/2023,PayPal,Chicago
1542,Right-sized fault-tolerant challenge,Biography,37.77,5,70,Female,11/25/2022,Credit Card,Chicago
1543,Devolved solution-oriented Internet solution,Biography,48.19,5,41,Female,3/7/2022,PayPal,Seattle
1544,Monitored empowering alliance,Biography,7.51,5,49,Male,5/13/2022,Cash,NY
1545,Upgradable non-volatile definition,Biography,5.74,3,29,Male,5/20/2022,Credit Card,NY
1546,Ameliorated bi-directional monitoring,Fantasy,45.17,2,68,Female,8/11/2023,Cash,Seattle
1547,Centralized transitional encryption,Fiction,14.16,1,35,Male,6/25/2024,Cash,NY
1548,Face-to-face well-modulated website,Biography,45.76,2,47,Male,6/17/2023,Credit Card,Seattle
1549,Stand-alone bifurcated benchmark,Mystery,19.76,4,58,Female,9/19/2022,Credit Card,Miami
1550,Pre-emptive uniform superstructure,Non-Fiction,22.85,4,51,Male,10/28/2022,Cash,LA
1551,Upgradable fresh-thinking system engine,Non-Fiction,47.88,1,51,Male,5/17/2023,Cash,NY
1552,Progressive background customer loyalty,Mystery,42.16,4,52,Female,3/6/2023,Credit Card,Seattle
1553,Secured empowering capacity,Biography,18.69,4,20,Male,6/13/2024,PayPal,NY
1554,Configurable real-time toolset,Mystery,27.27,2,66,Male,3/6/2022,Cash,Seattle
1555,Switchable 24hour policy,Fantasy,15.43,1,53,Female,5/26/2024,Credit Card,LA
1556,Pre-emptive actuating hardware,Sci-Fi,6.3,5,27,Male,2/13/2024,Cash,Chicago
1557,Synergistic systematic frame,Biography,40.85,5,31,Male,8/9/2023,Credit Card,NY
1558,Re-engineered logistical success,Fiction,20.79,3,45,Male,9/20/2024,PayPal,Miami
1559,Open-architected solution-oriented utilization,Fiction,32.9,2,31,Male,9/4/2022,Credit Card,Chicago
1560,Robust asymmetric process improvement,Fantasy,13.08,3,54,Female,8/10/2022,PayPal,Miami
1561,Public-key radical circuit,Fiction,13.14,3,52,Female,1/23/2024,PayPal,Seattle
1562,Organized clear-thinking policy,Biography,48.09,5,52,Female,2/28/2023,PayPal,Chicago
1563,Business-focused cohesive analyzer,Fiction,46.81,3,67,Male,5/7/2022,PayPal,Chicago
1564,Progressive scalable Internet solution,Non-Fiction,33.73,3,68,Female,10/12/2023,PayPal,LA
1565,Reduced asynchronous software,Sci-Fi,25.59,1,56,Male,2/6/2022,Credit Card,Chicago
1566,Sharable client-server migration,Non-Fiction,46.72,4,46,Male,7/29/2023,Cash,Chicago
1567,Cloned multi-tasking emulation,Biography,11.59,1,48,Male,4/18/2022,PayPal,NY
1568,Cross-group regional software,Biography,19.73,5,68,Female,7/8/2022,PayPal,Chicago
1569,Enhanced object-oriented middleware,Biography,14.8,5,31,Male,5/23/2023,PayPal,Miami
1570,Switchable zero administration attitude,Mystery,25.32,1,24,Female,1/19/2024,PayPal,NY
1571,Fundamental analyzing matrix,Mystery,21.63,2,34,Female,9/29/2022,Cash,Seattle
1572,Re-engineered demand-driven concept,Mystery,38.79,3,25,Female,5/24/2023,Credit Card,Seattle
1573,Function-based regional firmware,Non-Fiction,46.49,2,53,Female,7/22/2022,PayPal,NY
1574,Cross-group logistical firmware,Mystery,22.29,5,59,Male,4/11/2023,Cash,Miami
1575,Operative transitional capacity,Fiction,27.01,3,43,Male,8/29/2022,Credit Card,Miami
1576,Business-focused value-added access,Mystery,40.95,2,62,Female,5/10/2022,PayPal,Chicago
1577,Optimized dedicated access,Biography,16.83,5,59,Male,4/4/2023,Cash,Chicago
1578,Streamlined uniform encoding,Non-Fiction,45.58,2,51,Female,7/12/2023,PayPal,LA
1579,Horizontal scalable collaboration,Biography,43.33,4,46,Female,6/3/2022,Credit Card,Seattle
1580,Profound homogeneous open system,Sci-Fi,26.33,4,41,Female,7/23/2023,Credit Card,Seattle
1581,Horizontal attitude-oriented architecture,Sci-Fi,14.52,5,44,Female,3/3/2023,PayPal,LA
1582,Cloned optimizing archive,Mystery,34.27,4,49,Female,2/16/2023,Credit Card,Miami
1583,Intuitive heuristic neural-net,Fantasy,10.13,3,56,Male,8/18/2022,Credit Card,Chicago
1584,Intuitive mission-critical support,Fantasy,33.94,4,47,Female,8/19/2022,Cash,LA
1585,Profound radical complexity,Non-Fiction,26.11,1,22,Male,11/26/2022,Cash,LA
1586,User-friendly optimal hub,Sci-Fi,15.82,2,44,Female,11/13/2022,Credit Card,Chicago
1587,Diverse mission-critical concept,Fantasy,12.23,5,32,Male,4/7/2023,Cash,LA
1588,Secured high-level collaboration,Non-Fiction,45.55,4,64,Male,3/28/2023,Cash,Miami
1589,Networked reciprocal workforce,Fiction,43.12,2,32,Female,9/9/2022,PayPal,Miami
1590,Reverse-engineered object-oriented product,Non-Fiction,35.67,5,59,Male,12/13/2022,PayPal,LA
1591,Cross-group attitude-oriented neural-net,Mystery,41.08,3,61,Female,1/31/2022,Credit Card,LA
1592,Visionary multi-state frame,Non-Fiction,10.85,1,48,Female,4/15/2023,Credit Card,NY
1593,Secured object-oriented methodology,Fiction,22.81,3,64,Male,10/31/2022,PayPal,LA
1594,Re-engineered well-modulated function,Fantasy,31.07,2,24,Female,5/2/2022,Credit Card,LA
1595,Sharable exuding structure,Fiction,31.38,4,48,Female,3/5/2024,Credit Card,LA
1596,Organized stable support,Fiction,45.34,1,18,Female,1/27/2024,PayPal,Chicago
1597,Streamlined homogeneous software,Non-Fiction,47.74,1,50,Female,4/29/2023,PayPal,Seattle
1598,Face-to-face 5thgeneration support,Fantasy,28.64,5,50,Male,7/4/2022,Credit Card,Seattle
1599,Universal scalable application,Non-Fiction,11.49,2,45,Female,7/12/2023,Credit Card,Chicago
1600,Visionary systemic concept,Biography,22.18,4,30,Female,4/26/2023,Cash,Miami
1601,Ameliorated local open system,Fiction,18.36,3,24,Female,4/7/2023,PayPal,Miami
1602,Team-oriented global hardware,Non-Fiction,21.62,4,66,Male,4/11/2024,Cash,LA
1603,Organic static array,Fiction,5.81,2,41,Male,10/13/2022,Credit Card,Seattle
1604,Visionary optimal Graphic Interface,Fiction,35.9,5,55,Male,5/11/2023,Cash,NY
1605,Ameliorated well-modulated hierarchy,Fiction,26.01,4,24,Female,2/9/2023,Credit Card,Miami
1606,Secured composite budgetary management,Sci-Fi,48.94,4,58,Female,2/17/2023,Cash,Chicago
1607,Persistent heuristic utilization,Biography,37.02,4,65,Male,11/8/2022,Credit Card,LA
1608,Self-enabling bifurcated definition,Fiction,23,4,45,Female,10/25/2023,Cash,LA
1609,Secured impactful complexity,Biography,23.32,3,30,Male,7/18/2022,Cash,Miami
1610,Progressive reciprocal focus group,Sci-Fi,9.16,4,31,Male,5/31/2022,PayPal,NY
1611,Profound bottom-line process improvement,Sci-Fi,12.03,2,51,Female,5/9/2023,Cash,NY
1612,Automated discrete knowledgebase,Fantasy,38.92,3,64,Male,8/9/2022,PayPal,NY
1613,Reduced responsive toolset,Fiction,20.83,5,63,Male,8/23/2022,PayPal,Miami
1614,Seamless directional hardware,Biography,15.07,2,50,Male,3/1/2023,PayPal,Seattle
1615,Profound bi-directional customer loyalty,Sci-Fi,15.31,1,31,Male,10/25/2023,PayPal,Miami
1616,Automated modular application,Non-Fiction,9.13,2,25,Female,7/29/2023,PayPal,LA
1617,Fundamental stable task-force,Sci-Fi,14.31,3,53,Female,1/4/2022,PayPal,Seattle
1618,Cloned bottom-line benchmark,Fantasy,39.04,1,37,Male,4/6/2023,PayPal,Seattle
1619,Optimized demand-driven project,Fiction,32.45,4,43,Female,7/31/2022,PayPal,Seattle
1620,Vision-oriented full-range customer loyalty,Mystery,24.71,3,56,Male,11/22/2023,PayPal,NY
1621,Integrated needs-based infrastructure,Fiction,34.52,5,65,Female,6/9/2023,Credit Card,Chicago
1622,Operative multi-state architecture,Mystery,15.49,3,41,Female,11/25/2022,Cash,Seattle
1623,Function-based didactic leverage,Fiction,34.59,4,37,Male,3/2/2023,Cash,Miami
1624,Customizable dedicated intranet,Mystery,26.62,1,41,Female,2/16/2024,PayPal,Miami
1625,Operative maximized methodology,Non-Fiction,6.31,4,42,Male,7/13/2024,Credit Card,Miami
1626,Function-based responsive Internet solution,Biography,8.05,3,39,Male,6/10/2024,Cash,LA
1627,Horizontal asynchronous website,Mystery,32.03,1,54,Male,5/13/2022,Cash,Seattle
1628,Open-source human-resource architecture,Sci-Fi,30.06,5,48,Male,12/20/2023,Cash,NY
1629,Synchronized bifurcated moratorium,Fantasy,24.1,2,41,Male,2/16/2022,Credit Card,Miami
1630,Digitized non-volatile productivity,Sci-Fi,47.83,3,63,Male,3/20/2022,PayPal,Miami
1631,Proactive heuristic hardware,Sci-Fi,10.09,1,62,Female,9/9/2024,PayPal,Chicago
1632,Enhanced bandwidth-monitored capability,Mystery,16.52,1,25,Female,7/7/2023,Cash,Miami
1633,Right-sized uniform Local Area Network,Sci-Fi,38.77,5,43,Male,7/16/2022,PayPal,LA
1634,Adaptive radical project,Biography,11.58,2,70,Male,3/26/2022,Credit Card,Chicago
1635,Expanded reciprocal database,Sci-Fi,41.68,4,20,Female,1/27/2023,PayPal,Seattle
1636,Profound optimal methodology,Mystery,46.93,1,52,Female,4/16/2023,Cash,LA
1637,Expanded composite project,Biography,44.62,5,51,Male,1/2/2024,PayPal,LA
1638,Distributed background emulation,Fantasy,13.66,2,64,Female,4/13/2023,Cash,NY
1639,Organized impactful focus group,Fiction,19.63,5,23,Female,12/27/2022,Cash,Miami
1640,Exclusive maximized parallelism,Fiction,25.98,3,46,Male,6/13/2024,Credit Card,LA
1641,Horizontal mission-critical software,Sci-Fi,28.5,5,20,Male,5/3/2023,Cash,Miami
1642,Up-sized interactive strategy,Biography,6.1,2,41,Male,9/3/2024,Credit Card,Chicago
1643,Reactive leadingedge frame,Fiction,49.39,4,34,Female,1/18/2022,Cash,Miami
1644,Multi-channeled discrete solution,Non-Fiction,16.59,1,59,Male,4/19/2024,Cash,Seattle
1645,Pre-emptive 3rdgeneration emulation,Mystery,14.31,4,58,Male,2/26/2022,PayPal,Chicago
1646,Optional intangible approach,Mystery,32.49,1,22,Female,9/23/2024,PayPal,Miami
1647,Face-to-face zero-defect success,Sci-Fi,28.87,2,68,Female,8/3/2023,Credit Card,NY
1648,Customer-focused coherent access,Biography,15.09,5,62,Female,3/22/2022,Credit Card,Seattle
1649,Triple-buffered object-oriented function,Non-Fiction,26.68,3,60,Male,7/16/2022,Credit Card,Seattle
1650,Upgradable eco-centric project,Sci-Fi,13,5,34,Male,12/19/2022,Cash,Miami
1651,Cross-platform eco-centric monitoring,Fiction,17.96,2,21,Male,5/21/2023,Credit Card,Chicago
1652,Optimized incremental throughput,Sci-Fi,34.28,3,23,Male,11/16/2023,PayPal,NY
1653,Networked full-range infrastructure,Sci-Fi,35.35,3,56,Female,4/15/2024,PayPal,Miami
1654,Sharable even-keeled encryption,Fiction,35.51,3,48,Male,1/31/2024,Cash,NY
1655,Cloned impactful focus group,Fantasy,17.96,1,55,Male,11/18/2022,Cash,Chicago
1656,Switchable 24/7 parallelism,Fantasy,35,4,67,Female,7/9/2022,PayPal,LA
1657,Programmable intangible conglomeration,Sci-Fi,28.77,5,39,Female,2/18/2022,Credit Card,Seattle
1658,Fully-configurable multi-state leverage,Sci-Fi,36.12,4,63,Female,12/10/2023,PayPal,Seattle
1659,Enterprise-wide zero-defect Graphical User Interface,Fiction,26.36,4,48,Male,2/28/2023,Cash,Chicago
1660,Digitized 6thgeneration challenge,Fantasy,10.13,5,46,Female,6/15/2024,Cash,LA
1661,Enhanced value-added service-desk,Fiction,43.2,5,20,Female,4/26/2024,Cash,Seattle
1662,Monitored fresh-thinking success,Mystery,14.11,5,40,Male,4/30/2023,Cash,Miami
1663,Optional explicit analyzer,Non-Fiction,7.3,1,55,Female,7/28/2023,PayPal,Miami
1664,Enterprise-wide fault-tolerant Internet solution,Sci-Fi,14.08,3,56,Male,3/10/2023,Cash,Seattle
1665,Fundamental solution-oriented software,Biography,37.25,5,65,Female,7/29/2023,Credit Card,Miami
1666,Organic bandwidth-monitored leverage,Mystery,43.06,3,35,Female,10/11/2022,PayPal,LA
1667,Upgradable non-volatile help-desk,Sci-Fi,32.71,2,31,Male,11/23/2022,PayPal,Chicago
1668,Progressive motivating database,Biography,40.66,2,67,Male,6/12/2024,Credit Card,Seattle
1669,De-engineered 5thgeneration Graphical User Interface,Fiction,26.19,2,52,Female,6/17/2023,Credit Card,Miami
1670,Total asymmetric structure,Mystery,26.09,5,47,Female,1/7/2023,Cash,NY
1671,Profit-focused background artificial intelligence,Fantasy,35.75,3,52,Male,3/19/2022,PayPal,Chicago
1672,Upgradable disintermediate encoding,Fantasy,29.43,3,70,Female,4/23/2024,Credit Card,LA
1673,Ergonomic 4thgeneration core,Fiction,29.13,2,52,Male,11/29/2022,Cash,Seattle
1674,Profit-focused interactive help-desk,Fiction,29.07,1,25,Female,7/27/2023,Cash,LA
1675,Object-based mobile product,Sci-Fi,30.33,3,57,Male,5/19/2023,Credit Card,LA
1676,Synergistic context-sensitive ability,Sci-Fi,45.97,2,46,Male,9/14/2022,PayPal,Miami
1677,Total bottom-line alliance,Fantasy,31.89,4,31,Male,4/1/2024,Credit Card,Chicago
1678,Monitored high-level instruction set,Non-Fiction,46.48,3,31,Male,8/12/2023,Cash,Miami
1679,Cross-platform leadingedge methodology,Biography,27.41,4,50,Female,11/22/2023,Cash,LA
1680,Diverse mobile approach,Mystery,34.77,2,18,Female,6/15/2022,Credit Card,NY
1681,Organized stable moratorium,Non-Fiction,9.65,1,63,Male,10/26/2023,Cash,LA
1682,Implemented zero tolerance time-frame,Fiction,18.69,1,43,Female,6/30/2023,PayPal,Chicago
1683,De-engineered secondary framework,Fiction,5.33,3,31,Female,1/11/2022,Credit Card,Seattle
1684,Proactive fresh-thinking functionalities,Biography,9.15,5,28,Male,6/9/2022,Credit Card,Seattle
1685,User-friendly homogeneous flexibility,Fiction,49.64,4,59,Female,7/31/2024,Credit Card,Miami
1686,Synergized intermediate structure,Non-Fiction,15.97,5,36,Male,9/5/2022,Cash,NY
1687,Down-sized attitude-oriented access,Mystery,41.8,2,50,Female,3/18/2022,Cash,Miami
1688,Operative uniform core,Mystery,21.38,5,38,Male,10/30/2023,Cash,Chicago
1689,Intuitive modular success,Non-Fiction,8.62,1,57,Female,7/19/2024,Credit Card,NY
1690,Networked maximized concept,Fantasy,24.03,2,20,Male,6/24/2022,PayPal,Miami
1691,Open-source global complexity,Fantasy,12.34,4,26,Male,1/7/2023,Cash,Seattle
1692,Adaptive asymmetric encoding,Biography,11.13,2,18,Female,12/17/2022,PayPal,Chicago
1693,Reactive non-volatile Graphic Interface,Sci-Fi,16.07,2,69,Female,7/21/2022,Cash,Miami
1694,Streamlined full-range encryption,Sci-Fi,41.41,3,18,Female,5/14/2022,Cash,Chicago
1695,Programmable stable superstructure,Fantasy,49.77,4,19,Female,5/24/2023,PayPal,Miami
1696,Public-key motivating budgetary management,Mystery,24.17,1,40,Male,11/29/2023,PayPal,NY
1697,Compatible 4thgeneration policy,Biography,21.23,5,56,Female,4/15/2024,PayPal,Seattle
1698,Cross-platform client-driven archive,Biography,27.86,5,39,Female,10/19/2022,Credit Card,Seattle
1699,Optimized 6thgeneration benchmark,Fantasy,26.72,1,49,Female,1/20/2024,Credit Card,NY
1700,Multi-lateral encompassing middleware,Sci-Fi,7.34,3,57,Female,3/11/2024,Credit Card,Chicago
1701,Enterprise-wide zero tolerance system engine,Sci-Fi,21.73,2,36,Male,9/23/2022,PayPal,Seattle
1702,Distributed content-based structure,Biography,24.52,3,32,Female,3/24/2024,PayPal,Seattle
1703,Phased exuding array,Mystery,22.72,5,33,Male,8/4/2023,Cash,LA
1704,Organized clear-thinking Local Area Network,Biography,41.57,2,19,Male,3/22/2024,Cash,LA
1705,User-centric motivating pricing structure,Mystery,39.84,4,53,Female,7/8/2024,PayPal,Miami
1706,Automated intermediate model,Biography,32.99,1,66,Male,6/10/2024,PayPal,NY
1707,Secured systemic middleware,Non-Fiction,30.99,1,40,Male,8/28/2023,Credit Card,NY
1708,Expanded needs-based solution,Non-Fiction,48.56,3,66,Male,6/21/2024,Cash,Miami
1709,Fundamental dynamic methodology,Sci-Fi,9.16,4,28,Male,4/15/2022,PayPal,Miami
1710,Distributed analyzing orchestration,Fantasy,5.74,2,28,Male,4/22/2023,Credit Card,NY
1711,Proactive explicit initiative,Non-Fiction,32.88,5,70,Female,4/15/2022,PayPal,LA
1712,Expanded client-server throughput,Non-Fiction,29.13,5,37,Male,2/12/2022,PayPal,Miami
1713,Automated even-keeled data-warehouse,Fantasy,13.5,3,42,Female,7/8/2022,Cash,Chicago
1714,Re-contextualized grid-enabled neural-net,Sci-Fi,35.54,5,29,Female,5/10/2024,Credit Card,NY
1715,Decentralized discrete firmware,Biography,15.12,2,64,Male,3/17/2023,PayPal,NY
1716,Upgradable intangible instruction set,Fantasy,6.38,5,41,Male,3/24/2022,Cash,LA
1717,Persistent 6thgeneration forecast,Fiction,23.22,2,61,Female,8/14/2024,PayPal,Seattle
1718,Configurable directional access,Fiction,22.86,4,54,Female,8/8/2024,PayPal,LA
1719,Reactive transitional Local Area Network,Mystery,38.87,5,70,Male,1/15/2023,PayPal,Seattle
1720,Fundamental full-range ability,Fiction,23.39,2,26,Female,5/3/2023,Cash,NY
1721,Self-enabling radical concept,Non-Fiction,6.58,3,28,Female,6/15/2024,Credit Card,Miami
1722,Grass-roots background functionalities,Fantasy,18.78,1,61,Male,10/23/2022,Credit Card,Seattle
1723,Switchable 24/7 structure,Fiction,49.38,2,42,Male,7/18/2024,Cash,Miami
1724,Distributed regional firmware,Biography,19.95,5,66,Male,3/22/2022,PayPal,Chicago
1725,Visionary explicit complexity,Biography,8.96,1,38,Female,8/26/2022,PayPal,Chicago
1726,Open-architected scalable flexibility,Mystery,24,1,55,Male,2/16/2024,PayPal,Miami
1727,Persistent 5thgeneration instruction set,Sci-Fi,11.39,3,60,Male,5/15/2022,Credit Card,LA
1728,Sharable global conglomeration,Biography,20.06,2,70,Female,2/27/2023,Cash,Miami
1729,Re-contextualized scalable leverage,Non-Fiction,49.43,1,40,Female,3/16/2023,Credit Card,Seattle
1730,Profound multi-tasking extranet,Mystery,26.38,3,24,Male,2/25/2023,PayPal,Seattle
1731,Synergistic well-modulated solution,Sci-Fi,23.66,5,51,Male,7/7/2024,Cash,Seattle
1732,Triple-buffered heuristic function,Biography,38.56,5,40,Male,4/15/2024,PayPal,LA
1733,Down-sized clear-thinking productivity,Non-Fiction,42.83,4,67,Female,5/20/2024,Cash,Chicago
1734,Phased eco-centric emulation,Fantasy,45.95,2,42,Female,12/12/2022,PayPal,Chicago
1735,Seamless methodical challenge,Biography,34.45,4,38,Female,4/11/2022,PayPal,LA
1736,Programmable grid-enabled forecast,Mystery,37.72,2,19,Female,5/13/2023,PayPal,Seattle
1737,Ergonomic logistical instruction set,Biography,32.04,4,27,Female,9/13/2024,Credit Card,Miami
1738,Proactive asynchronous Local Area Network,Sci-Fi,37.92,4,34,Male,9/4/2023,Cash,Seattle
1739,Customizable 24hour database,Mystery,30.36,4,18,Female,8/23/2024,Cash,NY
1740,Fundamental 3rdgeneration time-frame,Biography,33.95,2,66,Male,6/27/2024,Credit Card,LA
1741,Synchronized mission-critical contingency,Biography,44.13,5,68,Female,4/2/2023,Credit Card,Chicago
1742,Ergonomic transitional utilization,Mystery,35.19,2,33,Female,3/26/2022,PayPal,Miami
1743,Managed multi-tasking framework,Non-Fiction,35.88,5,21,Female,4/6/2023,Credit Card,Chicago
1744,Customer-focused clear-thinking pricing structure,Mystery,29.93,4,70,Male,1/21/2023,Cash,Miami
1745,Secured zero administration instruction set,Fantasy,18.1,2,27,Male,4/21/2023,Credit Card,Chicago
1746,Front-line heuristic analyzer,Biography,6.03,3,60,Male,1/7/2023,PayPal,NY
